0.86080407,-5.39226853,0.03087015
0.86306501,-5.39226853,0.03087015
0.87599013,-5.45983705,0.03087152
0.87825137,-5.45983705,0.03087152
0.05620143,-5.08910270,0.03087374
0.05846295,-5.08910270,0.03087374
0.89673205,-5.40450678,0.03087183
0.89899565,-5.40450678,0.03087183
0.10251948,-5.30266267,0.03087220
0.10478334,-5.30266267,0.03087220
0.24156404,-5.52945239,0.03087088
0.24382870,-5.52945239,0.03087088
0.08112804,-5.39912902,0.03087227
0.08339446,-5.39912902,0.03087227
0.26298759,-5.76130508,0.03087009
0.26525469,-5.76130508,0.03087009
0.93817225,-5.40462342,0.03087166
0.94044043,-5.40462342,0.03087166
0.10835253,-5.35962049,0.03087160
0.11062096,-5.35962049,0.03087160
0.67794913,-5.66257093,0.03087426
0.68021828,-5.66257093,0.03087426
0.95968392,-5.30369118,0.03087152
0.96195288,-5.30369118,0.03087152
0.96964438,-5.26412430,0.03087269
0.97191335,-5.26412430,0.03087269
0.12909259,-5.34584429,0.03087210
0.13136274,-5.34584429,0.03087210
0.59439970,-5.76313874,0.03087003
0.59667042,-5.76313874,0.03087003
0.19132781,-5.43464251,0.03087091
0.19359869,-5.43464251,0.03087091
0.70160540,-5.85679738,0.03087428
0.70387649,-5.85679738,0.03087428
0.23276967,-5.46130354,0.03087133
0.23503974,-5.46130354,0.03087133
0.08344284,-5.40677321,0.03087152
0.08571149,-5.40677321,0.03087152
0.76247678,-5.79381168,0.03087499
0.76474282,-5.79381168,0.03087499
0.16228817,-5.45798146,0.03087137
0.16455341,-5.45798146,0.03087137
